Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,ClaimSize
Apr,4,Tuesday,Honda,Urban,Tuesday,Jun,2,Male,Single,37,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,6377,16,400,3,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,All Perils,46490.04327
May,3,Saturday,Honda,Urban,Friday,Jul,2,Male,Married,48,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,6378,1,400,1,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils,12124.73581
May,2,Monday,Pontiac,Urban,Tuesday,May,2,Male,Married,46,Policy Holder,Utility - All Perils,Utility,more than 69000,0,6379,6,400,4,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,All Perils,52464.39918
May,1,Monday,Mazda,Urban,Tuesday,May,1,Male,Single,35,Third Party,Sport - Collision,Sport,more than 69000,0,6380,13,400,3,more than 30,more than 30,none,7 years,31 to 35,No,Yes,External,more than 5,no change,1 vehicle,1995,Collision,77816.5911
May,3,Friday,Dodge,Urban,Thursday,May,4,Male,Married,31,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,6382,4,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,Liability,12119.54944
Jun,3,Tuesday,Accura,Urban,Wednesday,Jun,5,Female,Single,50,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,6383,14,400,2,more than 30,more than 30,1,6 years,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1995,Collision,63282.71437
Aug,2,Wednesday,Honda,Urban,Wednesday,Aug,2,Male,Married,53,Third Party,Sedan - Liability,Sport,20000 to 29000,0,6384,16,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1995,Liability,9395.036674
Jul,2,Friday,Mazda,Urban,Tuesday,Jul,2,Female,Single,29,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,6385,12,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,4 to 8 years,2 vehicles,1995,Liability,46205.80538
Sep,2,Friday,Chevrolet,Urban,Monday,Sep,2,Male,Married,65,Policy Holder,Sedan - Liability,Sport,40000 to 59000,0,6386,1,400,4,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1995,Liability,15790.75433
Apr,1,Wednesday,Toyota,Urban,Thursday,Apr,4,Male,Single,35,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6389,16,400,3,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Liability,7262.071605
Apr,1,Tuesday,Mazda,Urban,Monday,Apr,4,Male,Single,34,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,6390,10,400,4,more than 30,more than 30,1,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,Collision,2899.348651
May,2,Tuesday,Pontiac,Urban,Tuesday,May,2,Female,Married,29,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6391,1,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability,9800.433303
Sep,3,Wednesday,Chevrolet,Urban,Wednesday,Sep,3,Female,Married,36,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,6392,3,400,3,more than 30,more than 30,none,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision,1444.49652
Dec,4,Thursday,Toyota,Urban,Monday,Dec,4,Male,Married,41,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,6394,4,400,3,more than 30,more than 30,none,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,All Perils,2309.912884
Jan,5,Sunday,Toyota,Urban,Wednesday,Mar,1,Male,Single,43,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,6395,13,400,3,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability,17826.65031
Sep,3,Wednesday,Honda,Urban,Thursday,Sep,4,Male,Married,59,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,6396,4,400,2,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils,7459.359198
Sep,3,Wednesday,Honda,Rural,Friday,Sep,3,Male,Married,34,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,6397,8,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,3 to 4,1995,All Perils,5805.053314
May,1,Tuesday,Honda,Urban,Friday,May,1,Male,Married,34,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,6398,1,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision,2678.807647
May,3,Tuesday,Honda,Rural,Tuesday,May,3,Male,Married,43,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6400,2,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability,9064.978474
Jul,3,Saturday,Pontiac,Urban,Wednesday,Jul,3,Male,Single,29,Third Party,Sedan - All Perils,Sedan,less than 20000,0,6401,1,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,All Perils,2561.22809
Jul,1,Wednesday,Pontiac,Rural,Thursday,Jul,2,Male,Married,29,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,6402,11,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision,6335.546407
Jul,4,Monday,Chevrolet,Urban,Monday,Sep,2,Male,Married,59,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,6403,1,400,4,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils,8463.376843
Jul,4,Friday,Chevrolet,Urban,Monday,Jul,4,Male,Married,53,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6404,11,400,3,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1995,Liability,3387.812969
Jul,3,Sunday,Toyota,Rural,Friday,Jul,4,Male,Married,29,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,6405,9,400,3,more than 30,more than 30,1,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,Collision,4126.084027
Aug,1,Saturday,Chevrolet,Urban,Thursday,Aug,3,Male,Married,58,Policy Holder,Sedan - Liability,Sport,40000 to 59000,0,6406,11,400,2,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,External,none,4 to 8 years,2 vehicles,1995,Liability,89129.75519
Aug,1,Tuesday,Mazda,Urban,Friday,Aug,1,Male,Single,29,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,6408,16,400,1,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision,50126.97596
Sep,3,Saturday,Pontiac,Rural,Thursday,Sep,5,Male,Married,58,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,6410,9,400,2,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1995,All Perils,9158.541764
Feb,2,Monday,Pontiac,Urban,Monday,Feb,2,Male,Married,47,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6411,12,400,1,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1995,Liability,12484.42706
Sep,3,Thursday,Ford,Rural,Thursday,Sep,4,Male,Married,55,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,6412,2,400,2,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1995,Collision,53613.85824
Apr,4,Thursday,Pontiac,Urban,Monday,May,1,Male,Married,51,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,6413,8,400,2,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,All Perils,2675.960077
Apr,4,Wednesday,Mazda,Urban,Wednesday,Apr,4,Male,Married,28,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,6414,10,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision,55538.47332
Jul,4,Tuesday,Mazda,Urban,Wednesday,Sep,1,Male,Married,46,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6415,3,400,3,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1995,Liability,18948.63537
Oct,3,Wednesday,Toyota,Urban,Friday,Nov,1,Male,Married,32,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6416,4,400,1,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability,5393.68568
Oct,3,Friday,Honda,Urban,Friday,Oct,3,Male,Married,55,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6417,8,400,1,more than 30,more than 30,1,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,Liability,4608.979306
Sep,5,Thursday,Toyota,Urban,Tuesday,Oct,1,Female,Single,39,Third Party,Sedan - Liability,Sport,20000 to 29000,0,6418,12,700,3,more than 30,more than 30,none,7 years,36 to 40,No,No,Internal,1 to 2,no change,1 vehicle,1995,Liability,1600.318965
Mar,3,Saturday,Honda,Urban,Monday,Mar,4,Male,Single,35,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,6419,8,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,All Perils,6545.185969
Dec,3,Thursday,Pontiac,Urban,Friday,Dec,3,Female,Single,23,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,6420,5,400,1,more than 30,more than 30,none,4 years,26 to 30,No,No,External,3 to 5,no change,1 vehicle,1995,All Perils,6751.517211
Dec,3,Friday,Mazda,Urban,Tuesday,Dec,3,Male,Married,43,Policy Holder,Utility - All Perils,Utility,more than 69000,0,6421,8,400,1,more than 30,more than 30,none,more than 7,36 to 40,Yes,No,External,none,no change,1 vehicle,1995,All Perils,59496.46326
Mar,2,Tuesday,Pontiac,Urban,Friday,Mar,2,Female,Divorced,41,Third Party,Sedan - Collision,Sedan,less than 20000,0,6423,2,400,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision,5965.19172
Oct,1,Friday,Mazda,Urban,Tuesday,Oct,2,Male,Married,44,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,6424,12,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision,8669.185044
Dec,2,Saturday,Pontiac,Urban,Wednesday,Dec,2,Male,Single,20,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,6425,14,400,3,more than 30,more than 30,1,2 years,21 to 25,No,Yes,External,none,no change,1 vehicle,1995,Collision,4129.969374
Dec,3,Monday,Mazda,Urban,Monday,Dec,3,Male,Married,46,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6427,3,500,3,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,2 to 3 years,2 vehicles,1995,Liability,5875.551673
Dec,3,Sunday,Toyota,Urban,Monday,Dec,3,Male,Married,40,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,6429,11,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,All Perils,4723.730436
Nov,4,Sunday,Toyota,Urban,Wednesday,Dec,3,Male,Married,36,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,6430,7,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision,8394.219854
Sep,2,Sunday,Toyota,Urban,Monday,Sep,2,Male,Single,45,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,6432,4,400,2,8 to 15,15 to 30,1,5 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision,1059.652051
Sep,3,Friday,Saab,Urban,Sunday,Sep,3,Male,Married,43,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,6433,12,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,All Perils,3813.758081
Aug,5,Thursday,Mazda,Urban,Wednesday,Sep,1,Male,Single,28,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,6435,10,400,3,more than 30,more than 30,1,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,Collision,14884.66031
Aug,2,Tuesday,Pontiac,Urban,Wednesday,Aug,2,Male,Married,61,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,6436,16,400,3,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1995,Collision,6837.270041
Sep,1,Friday,Honda,Urban,Friday,Sep,2,Male,Married,42,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,6438,2,400,2,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,none,no change,3 to 4,1995,Collision,2148.081539
Sep,1,Saturday,Mazda,Urban,Monday,Sep,1,Female,Single,34,Third Party,Sedan - Liability,Sport,20000 to 29000,0,6439,10,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability,5312.388595
Nov,1,Saturday,Honda,Urban,Monday,Nov,2,Male,Married,51,Third Party,Sport - Collision,Sport,more than 69000,0,6441,16,400,1,more than 30,more than 30,2 to 4,6 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1995,Collision,55118.03352
Sep,2,Tuesday,VW,Urban,Tuesday,Sep,2,Male,Married,55,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,6444,14,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,Liability,16983.20138
Sep,2,Thursday,Toyota,Urban,Thursday,Sep,2,Male,Married,32,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,6445,6,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision,7563.062414
May,1,Friday,Mazda,Urban,Monday,May,2,Male,Married,57,Policy Holder,Utility - All Perils,Utility,more than 69000,0,6447,12,400,3,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1995,All Perils,50262.89967
May,1,Saturday,Honda,Urban,Monday,May,2,Male,Married,49,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6448,11,400,2,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,4 to 8 years,2 vehicles,1995,Liability,6466.96176
Apr,4,Wednesday,Toyota,Urban,Wednesday,Apr,4,Female,Married,41,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,6449,7,700,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1995,Liability,30865.88112
Apr,3,Thursday,Chevrolet,Urban,Monday,May,2,Female,Married,26,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6450,12,400,4,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability,2082.677162
Sep,3,Friday,Chevrolet,Rural,Monday,Sep,4,Female,Married,28,Policy Holder,Sedan - Liability,Sport,more than 69000,0,6451,16,400,1,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability,54340.81203
Dec,3,Tuesday,Pontiac,Urban,Friday,Dec,4,Female,Single,27,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6452,16,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Liability,1242.965757
Dec,2,Thursday,Mazda,Urban,Tuesday,Dec,4,Male,Married,54,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,6453,6,400,1,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1995,All Perils,1347.343732
Nov,3,Thursday,Dodge,Urban,Friday,Nov,3,Male,Married,42,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,6454,6,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Liability,10150.83777
Sep,3,Thursday,Pontiac,Urban,Friday,Sep,4,Male,Married,35,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,6455,11,400,3,more than 30,more than 30,1,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils,7911.292416
Sep,3,Wednesday,Honda,Urban,Thursday,Sep,3,Female,Married,41,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,6456,8,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,All Perils,4328.425685
Sep,1,Tuesday,Pontiac,Urban,Tuesday,Sep,2,Female,Married,54,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6457,2,400,4,more than 30,more than 30,1,7 years,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1995,Liability,1971.024044
Oct,2,Sunday,Honda,Urban,Monday,Oct,2,Male,Married,41,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6460,2,400,4,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,Liability,1846.813112
May,4,Saturday,Toyota,Urban,Tuesday,May,5,Male,Married,53,Third Party,Sedan - Liability,Sport,20000 to 29000,0,6461,4,400,3,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,Liability,2366.415283
Sep,3,Friday,Mazda,Urban,Wednesday,Sep,4,Male,Single,34,Third Party,Sport - Collision,Sport,more than 69000,0,6462,5,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,1 year,1 vehicle,1995,Collision,84964.75358
Apr,3,Saturday,Chevrolet,Urban,Tuesday,Apr,4,Male,Single,53,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,6463,7,400,4,more than 30,more than 30,none,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1995,All Perils,761.4839982
Dec,4,Tuesday,Toyota,Urban,Thursday,Dec,5,Male,Married,42,Third Party,Sedan - Liability,Sport,30000 to 39000,0,6464,14,400,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Liability,3739.252072
Dec,4,Friday,Chevrolet,Urban,Tuesday,Dec,4,Male,Married,63,Third Party,Sedan - Liability,Sport,more than 69000,0,6466,12,400,4,more than 30,more than 30,2 to 4,6 years,51 to 65,No,No,External,none,no change,1 vehicle,1995,Liability,54233.78982
Dec,1,Sunday,Chevrolet,Urban,Wednesday,Dec,5,Male,Married,40,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,6467,3,400,2,8 to 15,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability,84229.61797
Sep,3,Saturday,Toyota,Urban,Friday,Oct,3,Male,Single,33,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6468,6,400,3,more than 30,more than 30,none,5 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,Liability,8052.377166
Aug,4,Saturday,Pontiac,Rural,Tuesday,Aug,5,Male,Married,28,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,6469,8,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,1995,Collision,66034.99218
Aug,5,Tuesday,Toyota,Urban,Tuesday,Sep,2,Male,Married,30,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6470,6,400,1,more than 30,more than 30,1,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,Liability,4492.933709
Apr,3,Friday,Mazda,Urban,Friday,May,1,Male,Single,38,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6471,16,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability,2759.966265
Apr,2,Thursday,Honda,Urban,Friday,Apr,4,Male,Single,,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,6472,7,400,2,more than 30,more than 30,none,new,16 to 17,No,No,External,none,no change,1 vehicle,1995,All Perils,50211.56971
Apr,4,Friday,Pontiac,Urban,Friday,Apr,5,Male,Single,51,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,6475,11,400,3,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils,5041.495393
Jun,1,Monday,Honda,Urban,Wednesday,Dec,3,Male,Single,,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,6477,8,400,2,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1995,Collision,65821.08793
Aug,3,Tuesday,Toyota,Urban,Tuesday,Sep,1,Male,Married,52,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,6478,7,500,2,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,2 to 3 years,1 vehicle,1995,Collision,9560.842651
Aug,5,Tuesday,Pontiac,Urban,Wednesday,Sep,4,Male,Single,56,Third Party,Sedan - All Perils,Sedan,less than 20000,0,6479,10,400,4,more than 30,more than 30,2 to 4,7 years,51 to 65,No,No,External,1 to 2,no change,3 to 4,1995,All Perils,6664.77936
Dec,2,Monday,Mazda,Urban,Monday,Dec,2,Male,Married,34,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,6481,3,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,Collision,61377.75423
Apr,4,Friday,Pontiac,Urban,Wednesday,Apr,4,Male,Married,41,Policy Holder,Sedan - Collision,Sedan,less than 20000,0,6482,7,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision,1365.056966
